"line-clamp-1","text-inherit href","[&>em]:bg-blue-100","line-clamp-2","text-inherit href 2","mr-1","truncate","text-xs","text-xs 2","text-xs 3"
"Text Analysis","https://rapidapi.com/pipfeed-pipfeed-default/api/magicapi-article-extraction/playground","MagicAPI Article Extraction","[Direct URL: https://api.market/store/pipfeed/parse ]Extract data from online news & articles. Get full metadata with content, images, authors, summary, category, keywords, topics, and more.

Automatic data extraction from articles, products, discussions, and more. This API uses advanced AI technology to retrieve clean, structured data without the need for manual rules or site-specific training.","https://rapidapi.com/organization/pipfeed","By PipFeed","Updated 10 months ago","9.4","4564ms","100%"
"Text Analysis","https://rapidapi.com/symanto-symanto-default/api/communication-style/playground","Communication Style","Detect the communication purpose and style of the text.","https://rapidapi.com/organization/symanto","By Symanto","Updated 3 years ago","9.2","630ms","99%"
"Text Analysis","https://rapidapi.com/thomashuw/api/jibber-analyzer/playground","Jibber Analyzer","Extract Entities, PII, Sentiment, Keywords and Summary from text.","https://rapidapi.com/user/thomashuw","By Jibber-AI","Updated 2 years ago","9.1","5196ms","100%"
"Text Analysis","https://rapidapi.com/OpenedAI/api/gpt-summarization/playground","GPT Summarization","Summarize text using an abstractive summarizer based on the GPT machine learning model.","https://rapidapi.com/user/OpenedAI","By OpenedAI","Updated 4 years ago","0.1","4312ms",""
"Text Analysis","https://rapidapi.com/artembo2020/api/text-rewrite-and-paraphrase/playground","Text rewrite and paraphrase","Text rewriting and paraphrasing description","https://rapidapi.com/user/artembo2020","By Artem","Updated 8 months ago","9.2","3615ms","100%"
"Text Analysis","https://rapidapi.com/readable-readable-default/api/profanity-detection3/playground","Profanity Detection","Pass in text, get back a JSON array telling you which words in it are profane.","https://rapidapi.com/organization/readable","By Added Bytes","Updated 4 years ago","9.1","260ms","100%"
"Text Analysis","https://rapidapi.com/readable-readable-default/api/sentiment-analysis15/playground","Sentiment Analysis","Find out if a piece of text has a positive, neutral or negative sentiment.","https://rapidapi.com/organization/readable","By Added Bytes","Updated 4 years ago","9.1","233ms","100%"
"Text Analysis","https://rapidapi.com/symanto-symanto-default/api/language-detection4/playground","Language Detection","Identify the language of the input text.","https://rapidapi.com/organization/symanto","By Symanto","Updated 4 years ago","9.1","435ms","99%"
"Text Analysis","https://rapidapi.com/apininjas/api/sentiment-by-api-ninjas/playground","Sentiment by API-Ninjas","State-of-the-art text sentiment analysis. See more info at https://api-ninjas.com/api/sentiment.","https://rapidapi.com/user/apininjas","By API Ninjas Team","Updated 2 years ago","9.1","879ms","100%"
"Text Analysis","https://rapidapi.com/afilummer/api/word-generator2/playground","Word Generator","Word generator is a web-based service or application programming interface (API) that allows developers to programmatically generate words or text based on certain parameters or criteria. These APIs are often used in various applications, including game development, content generation, password generation, and more.","https://rapidapi.com/user/afilummer","By Uptechniques","Updated 2 years ago","9.1","1648ms","95%"
"Text Analysis","https://rapidapi.com/twinword/api/lemmatizer/playground","Lemmatizer","""Dogs"" to ""dog"", ""abilities"" to ""ability"". Get the root form of a word.","https://rapidapi.com/user/twinword","By Twinword API","Updated 11 months ago","9.1","163ms","100%"
"Text Analysis","https://rapidapi.com/symanto-symanto-default/api/brand-recommendation/playground","Brand Recommendation","The perceived influence a social post may have on others.","https://rapidapi.com/organization/symanto","By Symanto","Updated 4 years ago","9","6018ms","100%"
"Text Analysis","https://rapidapi.com/extracta-ai-extracta-ai-default/api/document-parsing-api/playground","Document Parsing API","Our Parser offers a custom solution for AI-powered structured and unstructured data extraction. Using smart OCR technology, it integrates automated text processing, transforming scanned documents from PDF, JPG and PNG formats into intelligent data. It's ideal for business digitalization through data analysis, mining and named entity recognition (NER). With the power of IDP and NLP, it can extract data from batches of files, ensuring a streamlined approach to automation and information retrieval.","https://rapidapi.com/organization/extracta-ai","By Extracta.ai","Updated 4 months ago","9.2","10328ms","98%"
"Text Analysis","https://rapidapi.com/makenoise-media-makenoise-media-default/api/lua-the-ai-translator/playground","Lua - The AI Translator","Harness the power of AI to translate to and from any language with Lua!","https://rapidapi.com/organization/makenoise-media","By Makenoise Media","Updated 1 year ago","","",""
"Text Analysis","https://rapidapi.com/nlpwrite/api/cheapest-gpt-ai-summarization/playground","Cheapest GPT AI Summarization","Condense any text into the most important information instantly","https://rapidapi.com/user/nlpwrite","By nlpwrite","Updated 5 months ago","9.2","1569ms","100%"
"Text Analysis","https://rapidapi.com/treediff-treediff-default/api/treediff/playground","Treediff","Human-readable text comparisons, 2 and 3-way diff, merge and more.","https://rapidapi.com/organization/treediff","By treediff","Updated 10 months ago","8.6","896ms","100%"
"Text Analysis","https://rapidapi.com/opengraphio-opengraphio-default/api/opengraph-io/playground","Opengraph.io","Simplest API to unfurl URL descriptions, titles, images, products, from all sites without being blocked.  Fast and reliable.","https://rapidapi.com/organization/opengraphio","By OpenGraphIO","Updated 2 years ago","8.2","741ms","100%"
"Text Analysis","https://rapidapi.com/trinka-grammar-checker-api-trinka-grammar-checker-api-default/api/trinka-grammar-checker/playground","Trinka Grammar Checker","Trinka’s Grammar and Spell Check API is an AI-powered language correction API. In addition to providing corrections of grammar and spelling errors, it also provides suggestions to enhance the language. The output of the API consists of errors annoated with language categories for ease of customization.","https://rapidapi.com/organization/trinka-grammar-checker-api","By Crimson AI","Updated 1 year ago","8.9","615ms","100%"
"Text Analysis","https://rapidapi.com/WRT/api/walnut-topic/playground","Walnut Topic","AI powered topic extraction from texts.","https://rapidapi.com/user/WRT","By WRT","Updated 3 years ago","9.1","2851ms","71%"
"Text Analysis","https://rapidapi.com/apininjas/api/random-word-by-api-ninjas/playground","Random Word by API-Ninjas","Random word generator full of unique, interesting words. See more info at https://api-ninjas.com/api/randomword","https://rapidapi.com/user/apininjas","By API Ninjas Team","Updated 2 years ago","2.1","351ms","100%"
"Text Analysis","https://rapidapi.com/oneai-oneai-default/api/summarize-texts/playground","Summarize Texts","Use One AI's NLP models to automatically summarize texts. Configure this API in [the Language Studio](https://studio.oneai.com/?pipeline=pGLIGA&utm_medium=summarize&utm_source=rapidapi)","https://rapidapi.com/organization/oneai","By One AI","Updated 2 years ago","9.2","41542ms","36%"
"Text Analysis","https://rapidapi.com/fletcherrippon/api/nsfw-text-dection/playground","NSFW Text Dection","NSFW Text Detection API, is a cutting-edge tool designed to analyze text content based on its appropriateness. By simply providing a text input or prompt, the API returns two float values between 0 and 1, representing the Safe For Work (SFW) and Not Safe For Work (NSFW) probabilities. Utilizing AI, NSFW Text Detection allows for efficient content moderation, ensuring a safe and professional environment across your platforms.","https://rapidapi.com/user/fletcherrippon","By Fletcher Rippon","Updated 1 year ago","8.9","13000ms","100%"
"Text Analysis","https://rapidapi.com/twinword/api/visual-context-graph/playground","Visual Context Graph","Build a graph with words connected to other words. Diagram information for visualizing concepts or mind maps.","https://rapidapi.com/user/twinword","By Twinword API","Updated 2 years ago","8.7","2084ms","100%"
"Text Analysis","https://rapidapi.com/anand-3YLlqAijFU/api/fetch-web-page-content/playground","Fetch Web Page Content","Give a website URL and get the text content returned. The site should allow robots to crawl.","https://rapidapi.com/user/anand-3YLlqAijFU","By Daxy Tech","Updated 1 year ago","8.8","1752ms","89%"
"Text Analysis","https://rapidapi.com/KarstenT/api/gervader/playground","GerVADER","GerVADER is a German adaptation of the sentiment classification tool VADER","https://rapidapi.com/user/KarstenT","By KarstenT","Updated 1 year ago","8.8","4844ms","100%"
"Text Analysis","https://rapidapi.com/bw-api-bw-api-default/api/profanity-filter/playground","Profanity Filter","Filter inputted text content for profanity, offensive and obscenity word base on an internal profanity list. It can also recognize character alternates or special characters often used in place of standard alphabetic characters.","https://rapidapi.com/organization/bw-api","By BW-apis","Updated 2 years ago","8.9","7184ms","100%"
"Text Analysis","https://rapidapi.com/microsoft-azure-org-microsoft-cognitive-services/api/microsoft-text-analytics1/playground","Microsoft Text Analytics","An AI service from Microsoft Azure that enables you to unlock insights from natural language text using sentiment analysis, named entity recognition, language detection, and key phrase extraction in multiple languages","https://rapidapi.com/organization/microsoft-azure-org","By Microsoft Azure","Updated 2 years ago","0.1","400ms","100%"
